AcceptsAndroidPay,AcceptsApplePay,AcceptsBitcoin,AcceptsCreditCards,AcceptsInsurance,Alcohol,Ambience,Attire,BestNights,BikeParking,ByAppointmentOnly,CannabisProducts,Caters,CoatCheck,Delivery,DogsAllowed,Drive-Thru,Fri,GoodFor,GoodForDancing,GoodforGroups,GoodforKids,GoodforWorking,HappyHour,HasPoolTable,HasTV,Mon,Music,NoiseLevel,OffersMilitaryDiscount,OutdoorSeating,Parking,Sat,Smoking,Sun,Take-out,TakesReservations,Thu,Tue,WaiterService,Wed,WheelchairAccessible,Wi-Fi,area,claimed status,health inspect,id,latitude,longitude,price,rating,related0,related1,related2,review,tag,title,url
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Eastside,Unclaimed,,route-66-snack-bar-albuquerque,35.071426,-106.513171,,,,,,,,Route 66 Snack Bar,https://www.yelp.com/biz/route-66-snack-bar-albuquerque?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Eastside,Unclaimed,,cicis-pizza-albuquerque-5,35.1089222,-106.5156356,,,giovannis-pizzeria-albuquerque,straight-up-pizza-albuquerque,pizza-castle-albuquerque,,,Cici’s Pizza,https://www.yelp.com/biz/cicis-pizza-albuquerque-5?osq=food
,,,Yes,,,,Casual,,,,,No,,No,,,,,,Yes,Yes,,,,,,,,,No,,,,,Yes,No,,,,,,,NM Albuquerque Eastside,Unclaimed,,mcdonalds-albuquerque-8,35.0689674,-106.4989399,1.0,3.0,griffs-hamburgers-albuquerque,the-grill-on-san-mateo-albuquerque,bistronomy-b2b-albuquerque,4,"Burgers,FastFood",McDonald’s,https://www.yelp.com/biz/mcdonalds-albuquerque-8?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Eastside,Unclaimed,,main-events-and-merchandising-albuquerque,35.1292079,-106.5339286,,1.0,,,,1,,Main Events and Merchandising,https://www.yelp.com/biz/main-events-and-merchandising-albuquerque?osq=food
,No,,Yes,,,,,,Yes,No,,,,,,,7:00 am - 10:00 pm,,,,,,,,,7:00 am - 10:00 pm,,,,,PrivateLot,7:00 am - 10:00 pm,,7:00 am - 10:00 pm,No,,7:00 am - 10:00 pm,7:00 am - 10:00 pm,,7:00 am - 10:00 pm,,,NM Albuquerque Eastside,Claimed,,walgreens-albuquerque-28,35.15934,-106.558506,2.0,2.0,senly-nails-and-supply-albuquerque,walgreens-albuquerque-11,queen-bee-nails-and-spa-albuquerque,5,"Cosmetics&BeautySupply,Drugstores,ConvenienceStores",Walgreens,https://www.yelp.com/biz/walgreens-albuquerque-28?osq=food
,,,Yes,,,,Casual,,,,,,,Yes,,,,,,Yes,Yes,,,,No,,,,,No,,,,,Yes,No,,,,,,,NM Albuquerque Eastside,Unclaimed,,papa-johns-pizza-albuquerque-9,35.073238,-106.49694,2.0,4.0,giovannis-pizzeria-albuquerque,trail-rider-pizza-tijeras,scarpas-albuquerque,5,Pizza,Papa John’s Pizza,https://www.yelp.com/biz/papa-johns-pizza-albuquerque-9?osq=food
,Yes,,Yes,,,,,,No,,,,,,,,6:00 am - 7:00 pm,,,,,,,,,6:00 am - 7:00 pm,,,,,PrivateLot,6:00 am - 7:00 pm,,6:00 am - 5:00 pm,Yes,,6:00 am - 7:00 pm,6:00 am - 7:00 pm,,6:00 am - 7:00 pm,,Free,NM Albuquerque Eastside,Unclaimed,,donut-mart-albuquerque-4,35.0857373,-106.5155344,1.0,4.0,dunkin-donuts-albuquerque-8,i-scream-ice-cream-albuquerque,donut-mart-albuquerque-2,16,"Donuts,JuiceBars&Smoothies,IceCream&FrozenYogurt",Donut Mart,https://www.yelp.com/biz/donut-mart-albuquerque-4?osq=food
,,,Yes,,,,Casual,,Yes,,,,,No,,Yes,,,,No,Yes,,,,No,,,,,No,,,,,Yes,No,,,,,,No,NM Albuquerque Eastside,Unclaimed,,blakes-lotaburger-albuquerque-22,35.0698561,-106.5102891,1.0,3.5,rudys-country-store-and-bar-b-que-albuquerque,dairy-queen-travel-center-tijeras,,3,Burgers,Blakes Lotaburger,https://www.yelp.com/biz/blakes-lotaburger-albuquerque-22?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Eastside,Unclaimed,,earthgrains-albuquerque,35.1028058,-106.5418822,,,,,,,,Earthgrains,https://www.yelp.com/biz/earthgrains-albuquerque?osq=food
,,,Yes,,,,,,Yes,,,No,,,,,11:00 am - 10:00 pm,,,,,,,,,11:00 am - 8:00 pm,,,,,PrivateLot,11:00 am - 10:00 pm,,12:00 pm - 8:00 pm,Yes,,11:00 am - 8:00 pm,11:00 am - 8:00 pm,,11:00 am - 8:00 pm,Yes,No,NM Albuquerque Eastside,Claimed,,bahama-bucks-albuquerque,35.1748373427,-106.546353069,1.0,4.0,zeus-juice-and-nutrition-albuquerque,dakine-hawaiian-ice-and-purified-water-albuquerque,limonata-albuquerque,38,"ShavedIce,JuiceBars&Smoothies",Bahama Buck’s,https://www.yelp.com/biz/bahama-bucks-albuquerque?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Eastside,Unclaimed,,red-barn-discount-liquors-albuquerque,35.09821,-106.531863,,,jubilation-fine-wines-spirits-albuquerque,freeway-liquors-albuquerque,quarters-discount-liquors-albuquerque-2,,,Red Barn Discount Liquors,https://www.yelp.com/biz/red-barn-discount-liquors-albuquerque?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Eastside,Unclaimed,,little-ceasers-pizza-albuquerque,35.1041079721,-106.514911389,,,,,,,,Little Ceasers Pizza,https://www.yelp.com/biz/little-ceasers-pizza-albuquerque?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Eastside,Unclaimed,,silver-sun-cake-designs-albuquerque,35.108877,-106.5502919,,,,,,,,Silver Sun Cake Designs,https://www.yelp.com/biz/silver-sun-cake-designs-albuquerque?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Eastside,Unclaimed,,red-barn-discount-liquors-barn-discount-liqrs-nmbr-albuquerque,35.096202,-106.514829,,,freeway-liquors-albuquerque,jubilation-fine-wines-spirits-albuquerque,quarters-discount-liquors-albuquerque-2,,,Red Barn Discount Liquors Barn Discount Liqrs Nmbr,https://www.yelp.com/biz/red-barn-discount-liquors-barn-discount-liqrs-nmbr-albuquerque?osq=food
,,,Yes,,,,,,Yes,,,,,,,,6:00 am - 11:00 pm,,,,,,,,,6:00 am - 11:00 pm,,,,,PrivateLot,6:00 am - 11:00 pm,,6:00 am - 11:00 pm,Yes,,6:00 am - 11:00 pm,6:00 am - 11:00 pm,,6:00 am - 11:00 pm,Yes,,NM Albuquerque Eastside,Unclaimed,,albertsons-albuquerque,35.1754880368,-106.540369025,2.0,4.0,talin-market-albuquerque,smiths-food-and-drug-centers-albuquerque-7,whole-foods-market-albuquerque,8,Grocery,Albertsons,https://www.yelp.com/biz/albertsons-albuquerque?osq=food
,,,Yes,,No,,Casual,,Yes,,,,,No,,,11:00 am - 9:00 pm,,,Yes,Yes,,,,No,11:00 am - 9:00 pm,,Average,,No,,11:00 am - 9:00 pm,,11:00 am - 9:00 pm,Yes,No,11:00 am - 9:00 pm,11:00 am - 9:00 pm,No,11:00 am - 9:00 pm,,No,NM Albuquerque Eastside,Claimed,,boston-market-albuquerque-3,35.078219,-106.531867,1.0,2.0,friends-coffee-and-sandwich-albuquerque,the-owl-cafe-albuquerque,savory-fare-cafe-bakery-and-catering-albuquerque,6,"ComfortFood,American(Traditional),Caterers",Boston Market,https://www.yelp.com/biz/boston-market-albuquerque-3?osq=food
No,No,,Yes,,No,Divey,Casual,,Yes,,,No,,No,,,Open 24 hours,Breakfast,,Yes,Yes,,,,No,Open 24 hours,,Average,,No,PrivateLot,Open 24 hours,,Open 24 hours,Yes,No,Open 24 hours,Open 24 hours,Yes,Open 24 hours,,No,NM Albuquerque Eastside,Claimed,,waffle-house-albuquerque-2,35.0687825,-106.4992441,1.0,3.0,ihop-albuquerque-12,the-range-caf%C3%A9-albuquerque-3,the-owl-cafe-albuquerque,22,"Diners,Breakfast&Brunch,American(Traditional)",Waffle House,https://www.yelp.com/biz/waffle-house-albuquerque-2?osq=food
,,,Yes,,FullBar,Casual,Casual,Sat,No,,,Yes,No,No,No,,11:00 am - 11:00 pm,Lunch,No,Yes,Yes,,Yes,,No,11:00 am - 10:00 pm,,Average,,No,,11:00 am - 11:00 pm,No,11:00 am - 10:00 pm,Yes,Yes,11:00 am - 10:00 pm,11:00 am - 10:00 pm,Yes,11:00 am - 10:00 pm,Yes,No,NM Albuquerque Eastside,Claimed,,olive-garden-italian-restaurant-albuquerque-6,35.0788108,-106.5158283,2.0,3.0,tullys-italian-deli-albuquerque,dions-albuquerque,paisanos-albuquerque,34,"Italian,Salad,WineBars",Olive Garden Italian Restaurant,https://www.yelp.com/biz/olive-garden-italian-restaurant-albuquerque-6?osq=food
,,,Yes,,,,,,Yes,,,No,,,,,Open 24 hours,,,,,,,,,Open 24 hours,,,,,,Open 24 hours,,Open 24 hours,No,,Open 24 hours,Open 24 hours,,Open 24 hours,,,NM Albuquerque Eastside,,,walmart-supercenter-albuquerque-7,35.0794102,-106.5294856,1.0,2.0,smiths-albuquerque-6,target-albuquerque,smiths-food-and-drug-centers-albuquerque-6,5,"Grocery,DepartmentStores",Walmart Supercenter,https://www.yelp.com/biz/walmart-supercenter-albuquerque-7?osq=food
,,,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Eastside,Unclaimed,,phillips-66-albuquerque,35.0876676,-106.5319544,,,north-hills-mini-mart-rio-rancho,rio-rancho-shell-rio-rancho,the-merc-placitas,,,Phillips 66,https://www.yelp.com/biz/phillips-66-albuquerque?osq=food
,,,Yes,,,,Casual,,No,,,,,No,,Yes,,,,No,Yes,,,,,,,,,,,,,,Yes,No,,,,,,,NM Albuquerque Eastside,Unclaimed,,mcdonalds-albuquerque-11,35.1592102051,-106.559509277,1.0,1.5,twisters-burgers-and-burritos-albuquerque,whataburger-albuquerque-2,subway-albuquerque,3,"FastFood,Burgers",McDonald’s,https://www.yelp.com/biz/mcdonalds-albuquerque-11?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Eastside,Unclaimed,,manzano-chevron-food-mart-albuquerque,35.0863619,-106.5155047,,,north-hills-mini-mart-rio-rancho,rio-rancho-shell-rio-rancho,the-merc-placitas,,,Manzano Chevron Food Mart,https://www.yelp.com/biz/manzano-chevron-food-mart-albuquerque?osq=food
,,,Yes,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,NM Albuquerque Eastside,Unclaimed,,keva-juice-albuquerque-10,35.1761093749,-106.558430935,2.0,3.0,zeus-juice-and-nutrition-albuquerque,keva-juice-albuquerque-6,boba-tea-company-albuquerque-3,4,JuiceBars&Smoothies,Keva Juice,https://www.yelp.com/biz/keva-juice-albuquerque-10?osq=food
,,,Yes,,,,,,Yes,,,,,,,,11:00 am - 10:00 pm,,,,,,,,,11:00 am - 10:00 pm,,,,,,11:00 am - 10:00 pm,,11:00 am - 10:00 pm,Yes,,11:00 am - 10:00 pm,11:00 am - 10:00 pm,,11:00 am - 10:00 pm,,No,NM Albuquerque Eastside,,,baskin-robbins-albuquerque-8,35.108827,-106.550364,2.0,4.0,,,,1,IceCream&FrozenYogurt,Baskin-Robbins,https://www.yelp.com/biz/baskin-robbins-albuquerque-8?osq=food
,,,Yes,,,,,,,,,,,,,,8:00 am - 9:00 pm,,,,,,,,,8:00 am - 9:00 pm,,,,,,8:00 am - 8:00 pm,,8:00 am - 9:00 pm,,,8:00 am - 9:00 pm,8:00 am - 9:00 pm,,8:00 am - 9:00 pm,,,NM Albuquerque Eastside,Unclaimed,,starbucks-albuquerque-41,35.1298611,-106.5474796,1.0,2.5,,,,2,Coffee&Tea,Starbucks,https://www.yelp.com/biz/starbucks-albuquerque-41?osq=food
,,,Yes,,,,,,,,,,,No,,,7:00 am - 9:30 pm,,,Yes,,,,,,7:00 am - 9:30 pm,,,,,,8:00 am - 9:00 pm,,9:00 am - 9:00 pm,Yes,No,7:00 am - 9:30 pm,7:00 am - 9:30 pm,,7:00 am - 9:30 pm,,,NM Albuquerque Eastside,Unclaimed,,subway-albuquerque-37,35.146684,-106.5274468,,,,,,,,Subway,https://www.yelp.com/biz/subway-albuquerque-37?osq=food
,,,Yes,,No,,Casual,,No,,,No,,No,,Yes,,,,Yes,Yes,,,,No,,,,,Yes,,,,,Yes,No,,,No,,,No,NM Albuquerque Eastside,Unclaimed,,sonic-albuquerque-4,35.0705518,-106.5161508,1.0,2.5,griffs-hamburgers-albuquerque,arbys-roast-beef-restaurants-albuquerque,twisters-burgers-and-burritos-albuquerque-7,10,FastFood,Sonic,https://www.yelp.com/biz/sonic-albuquerque-4?osq=food
,,,Yes,,No,,Casual,,No,,,,,No,,Yes,Open 24 hours,,,Yes,Yes,,,,No,Open 24 hours,,,,Yes,,Open 24 hours,,Open 24 hours,Yes,No,Open 24 hours,Open 24 hours,,Open 24 hours,,,NM Albuquerque Eastside,Unclaimed,,mcdonalds-albuquerque-20,35.0864147,-106.5160208,1.0,2.0,village-inn-albuquerque-17,whataburger-albuquerque-4,arbys-roast-beef-restaurants-albuquerque,5,"Burgers,FastFood",Mcdonalds,https://www.yelp.com/biz/mcdonalds-albuquerque-20?osq=food
,No,,Yes,,,,,,Yes,,,,,,,,Open 24 hours,,,,,,,,,Open 24 hours,,,,,,Open 24 hours,,Open 24 hours,Yes,,Open 24 hours,Open 24 hours,,Open 24 hours,,,NM Albuquerque Eastside,Claimed,,walmart-neighborhood-market-albuquerque-8,35.1095113,-106.5178122,1.0,1.5,big-lots-albuquerque-albuquerque,walgreens-albuquerque-11,albertsons-albuquerque-7,7,"DepartmentStores,Drugstores,Grocery",Walmart Neighborhood Market,https://www.yelp.com/biz/walmart-neighborhood-market-albuquerque-8?osq=food
No,,,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,NM Albuquerque Eastside,Unclaimed,,7-eleven-albuquerque-13,35.0793746,-106.4980807,1.0,3.0,,,,1,ConvenienceStores,7- Eleven,https://www.yelp.com/biz/7-eleven-albuquerque-13?osq=food
,,,Yes,,No,,Casual,,No,,,Yes,,No,,Yes,5:30 am - 10:00 pm,Breakfast,,Yes,Yes,,,,No,5:30 am - 9:00 pm,,Quiet,,No,,5:30 am - 10:00 pm,,5:30 am - 9:00 pm,Yes,No,5:30 am - 9:00 pm,5:30 am - 9:00 pm,No,5:30 am - 9:00 pm,,,NM Albuquerque Eastside,Claimed,,twisters-burgers-and-burritos-albuquerque-6,35.0794842,-106.5327856,1.0,2.0,frontier-restaurant-albuquerque-2,acapulco-tacos-and-burritos-albuquerque,burrito-lady-albuquerque,8,"Mexican,Breakfast&Brunch,Burgers",Twisters Burgers and Burritos,https://www.yelp.com/biz/twisters-burgers-and-burritos-albuquerque-6?osq=food
,,,Yes,,,,,,,No,,,,,,,7:00 am - 10:00 pm,,,,,,,,,8:00 am - 9:00 pm,,,,,PrivateLot,7:00 am - 10:00 pm,,7:00 am - 10:00 pm,,,7:00 am - 10:00 pm,7:00 am - 10:00 pm,,7:00 am - 10:00 pm,,,NM Albuquerque Eastside,Claimed,,walgreens-albuquerque-29,35.1735229,-106.5428638,2.0,2.0,pharmacy-plus-bernalillo,7-eleven-albuquerque-10,smiths-food-and-drug-stores-albuquerque-3,2,"Cosmetics&BeautySupply,Drugstores,ConvenienceStores",Walgreens,https://www.yelp.com/biz/walgreens-albuquerque-29?osq=food
,,,Yes,,,,,,No,No,,,,,,,Open 24 hours,,,,,,,,,Open 24 hours,,,,,,Open 24 hours,,Open 24 hours,No,,Open 24 hours,Open 24 hours,,Open 24 hours,,,NM Albuquerque Eastside,Claimed,,walgreens-albuquerque-13,35.0714506,-106.5331752,2.0,2.0,highland-pharmacy-albuquerque,duran-central-pharmacy-albuquerque,smiths-albuquerque-6,2,"Drugstores,Cosmetics&BeautySupply,ConvenienceStores",Walgreens,https://www.yelp.com/biz/walgreens-albuquerque-13?osq=food
,,,No,,,,,,Yes,,,,,,,,Closed,,,,,,,,,Closed,,,,,PrivateLot,Closed,,Closed,Yes,,Closed,3:00 pm - 6:00 pm,,Closed,Yes,,NM Albuquerque Eastside,Claimed,,albuquerque-northeast-farmers-and-artisans-market-albuquerque,35.15248,-106.555726,1.0,4.0,,,,1,FarmersMarket,Albuquerque Northeast Farmers’ & Artisans Market,https://www.yelp.com/biz/albuquerque-northeast-farmers-and-artisans-market-albuquerque?osq=food
,,,Yes,,No,,Casual,,No,,,No,,No,,Yes,,,,No,Yes,,,,No,,,,,Yes,,,,,Yes,No,,,,,,,NM Albuquerque Eastside,Unclaimed,,del-taco-albuquerque-3,35.072752,-106.536123,1.0,3.5,griffs-hamburgers-albuquerque,popeyes-albuquerque-3,popeyes-louisana-kitchen-albuquerque,11,FastFood,Del Taco,https://www.yelp.com/biz/del-taco-albuquerque-3?osq=food
,No,,Yes,,No,,Casual,,No,,,No,,No,,Yes,9:00 am - 2:00 am,Lunch,,No,Yes,,,,No,9:00 am - 1:00 am,,VeryLoud,,No,PrivateLot,9:00 am - 2:00 am,,9:00 am - 1:00 am,Yes,No,9:00 am - 1:00 am,9:00 am - 1:00 am,No,9:00 am - 1:00 am,,No,NM Albuquerque Eastside,Claimed,,taco-bell-albuquerque-5,35.08708,-106.51535,1.0,2.5,papa-felipes-mexican-restaurant-albuquerque-3,sadies-albuquerque,taco-cabana-albuquerque-4,7,"Mexican,Tex-Mex,FastFood",Taco Bell,https://www.yelp.com/biz/taco-bell-albuquerque-5?osq=food
,,,Yes,,No,,Casual,,Yes,,,,,No,,Yes,10:00 am - 12:00 am,,,Yes,Yes,,,,No,10:00 am - 12:00 am,,Quiet,,No,,10:00 am - 12:00 am,,10:00 am - 12:00 am,Yes,No,10:00 am - 12:00 am,10:00 am - 12:00 am,No,10:00 am - 12:00 am,,No,NM Albuquerque Eastside,Claimed,,wienerschnitzel-albuquerque-5,35.0707944,-106.5146924,1.0,3.5,,,,5,"HotDogs,FastFood,Sandwiches",Wienerschnitzel,https://www.yelp.com/biz/wienerschnitzel-albuquerque-5?osq=food
,,,Yes,,No,,Casual,,,,,,,No,,,6:00 am - 10:00 pm,,,Yes,Yes,,,,,6:00 am - 10:00 pm,,Average,,,,6:30 am - 10:00 pm,,7:00 am - 10:00 pm,Yes,No,6:00 am - 10:00 pm,6:00 am - 10:00 pm,,6:00 am - 10:00 pm,,,NM Albuquerque Eastside,Unclaimed,,golden-pride-albuquerque,35.0728819,-106.5353919,1.0,4.5,golden-pride-bbq-chicken-and-ribs-albuquerque-6,golden-pride-albuquerque-3,kaps-coffee-shop-and-diner-albuquerque,10,"Barbeque,Breakfast&Brunch,Mexican",Golden Pride,https://www.yelp.com/biz/golden-pride-albuquerque?osq=food
,Yes,,Yes,,,,,,Yes,,,No,,,,,5:00 am - 8:00 pm,,,,,Yes,,,,5:00 am - 8:00 pm,,,,Yes,PrivateLot,6:00 am - 7:30 pm,,5:00 am - 8:00 pm,Yes,,5:00 am - 8:00 pm,5:00 am - 8:00 pm,,5:00 am - 8:00 pm,,Free,NM Albuquerque Eastside,Unclaimed,,starbucks-albuquerque-11,35.0710223,-106.5330049,2.0,3.5,moons-coffee-and-tea-albuquerque,limonata-albuquerque,rebel-donut-albuquerque-4,19,Coffee&Tea,Starbucks,https://www.yelp.com/biz/starbucks-albuquerque-11?osq=food
,,,Yes,,No,,Casual,,No,,,No,,No,,,,,,Yes,Yes,,,,No,,,Quiet,,No,,,,,Yes,No,,,No,,,,NM Albuquerque Eastside,Unclaimed,,papa-murphys-take-n-bake-pizza-albuquerque-9,35.175351,-106.555781,1.0,4.0,,,,8,Pizza,Papa Murphys Take N Bake Pizza,https://www.yelp.com/biz/papa-murphys-take-n-bake-pizza-albuquerque-9?osq=food
,No,,Yes,,,,,,Yes,,,No,,,,,,,,,,,,,,,,,,,PrivateLot,,,,Yes,,,,,,,,NM Albuquerque Eastside,Unclaimed,,einstein-bros-bagels-albuquerque-4,35.0677169,-106.4988517,1.0,3.5,einsteins-bros-bagels-albuquerque,einstein-bros-albuquerque-2,wolfes-bagels-albuquerque,15,Bagels,Einstein Bros Bagels,https://www.yelp.com/biz/einstein-bros-bagels-albuquerque-4?osq=food
,,,,,,,,,,,,,,,,,9:00 am - 4:00 pm,,,,,,,,,9:00 am - 4:00 pm,,,,,,9:00 am - 4:00 pm,,9:00 am - 4:00 pm,,,9:00 am - 4:00 pm,9:00 am - 4:00 pm,,9:00 am - 4:00 pm,,,NM Albuquerque Eastside,Unclaimed,,snazy-cakes-albuquerque,35.0790153,-106.5143132,,,,,,,,Snazy Cakes,https://www.yelp.com/biz/snazy-cakes-albuquerque?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Eastside,Unclaimed,,fresh-herbs-albuquerque,35.079027,-106.514335,,,the-fruit-basket-abq-albuquerque-3,,,,,Fresh Herbs,https://www.yelp.com/biz/fresh-herbs-albuquerque?osq=food
,No,,Yes,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,PrivateLot,,,,Yes,,,,,,,,NM Albuquerque Eastside,Unclaimed,,smiths-food-and-drug-centers-albuquerque-6,35.0668924,-106.4961841,1.0,3.0,smiths-albuquerque-6,smiths-food-and-drug-stores-albuquerque-3,smiths-food-and-drug-centers-albuquerque-2,4,"Grocery,Drugstores",Smith’s Food & Drug Centers,https://www.yelp.com/biz/smiths-food-and-drug-centers-albuquerque-6?osq=food
,,,Yes,,FullBar,,Casual,,No,,,Yes,No,No,,,11:00 am - 11:00 pm,Dessert,No,Yes,Yes,,Yes,,Yes,11:00 am - 10:00 pm,,Average,,No,,11:00 am - 11:00 pm,,11:00 am - 10:00 pm,Yes,Yes,11:00 am - 10:00 pm,11:00 am - 10:00 pm,Yes,11:00 am - 10:00 pm,,No,NM Albuquerque Eastside,Claimed,,chilis-albuquerque-14,35.0716162,-106.534102,2.0,3.5,ben-michaels-restaurant-albuquerque,louies-pub-and-grill-albuquerque,two-fools-tavern-albuquerque,26,"American(Traditional),Bars,Tex-Mex",Chili’s,https://www.yelp.com/biz/chilis-albuquerque-14?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Eastside,Unclaimed,,shaklee-authorized-distributor-ne-heights-albuquerque,35.177117,-106.48521,,,,,,,,Shaklee Authorized Distributor NE Heights,https://www.yelp.com/biz/shaklee-authorized-distributor-ne-heights-albuquerque?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Eastside,Unclaimed,,schuler-richard-h-col-ret-albuquerque,35.177117,-106.48521,,,,,,,,Schuler Richard H Col Ret,https://www.yelp.com/biz/schuler-richard-h-col-ret-albuquerque?osq=food
,,,Yes,,No,,Casual,,No,,,,,No,,,,Lunch,,,Yes,,,,No,,,,,No,,,,,Yes,No,,,No,,,,NM Albuquerque Eastside,Unclaimed,,teriyaki-chicken-bowl-albuquerque-8,35.0746354,-106.5500232,1.0,3.0,japanese-kitchen-steakhouse-albuquerque,teriyaki-chicken-bowl-albuquerque-5,magokoro-albuquerque-2,6,Japanese,Teriyaki Chicken Bowl,https://www.yelp.com/biz/teriyaki-chicken-bowl-albuquerque-8?osq=food
,,,Yes,,No,,Casual,,No,,,No,,,,,8:00 am - 6:00 pm,,,,,,,,No,8:00 am - 6:00 pm,,,,,,8:00 am - 6:00 pm,,Closed,Yes,,8:00 am - 6:00 pm,8:00 am - 6:00 pm,,8:00 am - 6:00 pm,,,NM Albuquerque Eastside,Unclaimed,,sai-gon-sandwich-albuquerque,35.0717113436,-106.514017247,,4.0,saigon-far-east-albuquerque,fu-yuang-korean-and-chinese-restaurant-albuquerque,banh-mi-coda-albuquerque,5,"Vietnamese,Sandwiches",Sai Gon Sandwich,https://www.yelp.com/biz/sai-gon-sandwich-albuquerque?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Eastside,Unclaimed,,valencia-package-store-albuquerque,35.0940064,-106.5503501,,,,,,,,Valencia Package Store,https://www.yelp.com/biz/valencia-package-store-albuquerque?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Eastside,Unclaimed,,mcdonalds-albuquerque-31,35.079555,-106.52986,,3.0,,,,1,"FastFood,Burgers",McDonald’s,https://www.yelp.com/biz/mcdonalds-albuquerque-31?osq=food
,,,Yes,,,,,,,,,,,No,,,,,,Yes,Yes,,,,,,,,,,,,,,Yes,,,,,,,,NM Albuquerque Eastside,Unclaimed,,paisanos-for-pasta-albuquerque,35.0856369,-106.5320664,,3.5,tullys-italian-deli-albuquerque,trombinos-bistro-italiano-albuquerque,paisanos-albuquerque,4,Italian,Paisano’s For Pasta,https://www.yelp.com/biz/paisanos-for-pasta-albuquerque?osq=food
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Eastside,Unclaimed,,hotel-circle-convenience-store-albuquerque,35.0863345,-106.5319512,,,north-hills-mini-mart-rio-rancho,rio-rancho-shell-rio-rancho,the-merc-placitas,,,Hotel Circle Convenience Store,https://www.yelp.com/biz/hotel-circle-convenience-store-albuquerque?osq=food
,,,Yes,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Eastside,Unclaimed,,kelly-liquors-albuquerque-8,35.0695954,-106.5158863,,,,,,,,Kelly Liquors,https://www.yelp.com/biz/kelly-liquors-albuquerque-8?osq=food
,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM Albuquerque Eastside,Unclaimed,,allsups-convenience-stores-albuquerque-8,35.0737313,-106.545143,2.0,1.0,giant-conoco-gasoline-and-convenience-store-albuquerque-7,,,1,Grocery,Allsup’s Convenience Stores,https://www.yelp.com/biz/allsups-convenience-stores-albuquerque-8?osq=food
,,,Yes,,,,,,,,,,,No,,,,,,Yes,Yes,,,,,,,,,,,,,,,No,,,,,,,NM Albuquerque Eastside,Unclaimed,,burger-king-albuquerque-12,35.0815739,-106.514576,,,,,,,,Burger King,https://www.yelp.com/biz/burger-king-albuquerque-12?osq=food
,,,Yes,,No,,Casual,,No,,,,,No,,No,,Lunch,,Yes,Yes,,,,No,,,Quiet,,Yes,,,,,Yes,No,,,No,,,No,NM Albuquerque Eastside,Unclaimed,,blakes-lotaburger-albuquerque-13,35.0723167,-106.5391288,1.0,3.5,blakes-lota-burger-albuquerque-5,the-grill-on-san-mateo-albuquerque,rexs-hamburgers-albuquerque-4,8,"Burgers,FastFood",Blake’s Lotaburger,https://www.yelp.com/biz/blakes-lotaburger-albuquerque-13?osq=food
,,,Yes,,,,Casual,,,,,,,No,,,,,,Yes,Yes,,,,No,,,Average,,No,,,,,Yes,Yes,,,No,,,,NM Albuquerque Eastside,Unclaimed,,papa-murphys-albuquerque-4,35.0669269,-106.4963547,1.0,4.0,,,,2,Pizza,Papa Murphy’s,https://www.yelp.com/biz/papa-murphys-albuquerque-4?osq=food
