City,State,County,loc
CHELSEA,AL,SHELBY,"CHELSEA,AL"
CHILDERSBURG,AL,TALLADEGA,"CHILDERSBURG,AL"
CLANTON,AL,CHILTON,"CLANTON,AL"
CLAY,AL,JEFFERSON,"CLAY,AL"
CLEVELAND,AL,BLOUNT,"CLEVELAND,AL"
COLUMBIANA,AL,SHELBY,"COLUMBIANA,AL"
COOK SPRINGS,AL,SAINT CLAIR,"COOK SPRINGS,AL"
CRANE HILL,AL,CULLMAN,"CRANE HILL,AL"
CROPWELL,AL,SAINT CLAIR,"CROPWELL,AL"
CULLMAN,AL,CULLMAN,"CULLMAN,AL"
DOCENA,AL,JEFFERSON,"DOCENA,AL"
DOLOMITE,AL,JEFFERSON,"DOLOMITE,AL"
DORA,AL,JEFFERSON,"DORA,AL"
EMPIRE,AL,WALKER,"EMPIRE,AL"
FAIRFIELD,AL,JEFFERSON,"FAIRFIELD,AL"
FULTONDALE,AL,JEFFERSON,"FULTONDALE,AL"
GARDEN CITY,AL,CULLMAN,"GARDEN CITY,AL"
GARDENDALE,AL,JEFFERSON,"GARDENDALE,AL"
GOODWATER,AL,COOSA,"GOODWATER,AL"
GRAYSVILLE,AL,JEFFERSON,"GRAYSVILLE,AL"
GREEN POND,AL,BIBB,"GREEN POND,AL"
HANCEVILLE,AL,CULLMAN,"HANCEVILLE,AL"
HARPERSVILLE,AL,SHELBY,"HARPERSVILLE,AL"
HAYDEN,AL,BLOUNT,"HAYDEN,AL"
HELENA,AL,SHELBY,"HELENA,AL"
HOLLINS,AL,CLAY,"HOLLINS,AL"
HOLLY POND,AL,CULLMAN,"HOLLY POND,AL"
JEMISON,AL,CHILTON,"JEMISON,AL"
JOPPA,AL,CULLMAN,"JOPPA,AL"
KELLYTON,AL,COOSA,"KELLYTON,AL"
KIMBERLY,AL,JEFFERSON,"KIMBERLY,AL"
LEEDS,AL,JEFFERSON,"LEEDS,AL"
LINCOLN,AL,TALLADEGA,"LINCOLN,AL"
LOCUST FORK,AL,BLOUNT,"LOCUST FORK,AL"
LOGAN,AL,CULLMAN,"LOGAN,AL"
MC CALLA,AL,JEFFERSON,"MC CALLA,AL"
MARGARET,AL,SAINT CLAIR,"MARGARET,AL"
MAYLENE,AL,SHELBY,"MAYLENE,AL"
MONTEVALLO,AL,SHELBY,"MONTEVALLO,AL"
MORRIS,AL,JEFFERSON,"MORRIS,AL"
MOUNT OLIVE,AL,JEFFERSON,"MOUNT OLIVE,AL"
MULGA,AL,JEFFERSON,"MULGA,AL"
NEW CASTLE,AL,JEFFERSON,"NEW CASTLE,AL"
ODENVILLE,AL,SAINT CLAIR,"ODENVILLE,AL"
ONEONTA,AL,BLOUNT,"ONEONTA,AL"
PALMERDALE,AL,JEFFERSON,"PALMERDALE,AL"
PELHAM,AL,SHELBY,"PELHAM,AL"
PELL CITY,AL,SAINT CLAIR,"PELL CITY,AL"
PINSON,AL,JEFFERSON,"PINSON,AL"
PLEASANT GROVE,AL,JEFFERSON,"PLEASANT GROVE,AL"
QUINTON,AL,WALKER,"QUINTON,AL"
RAGLAND,AL,SAINT CLAIR,"RAGLAND,AL"
REMLAP,AL,BLOUNT,"REMLAP,AL"
RIVERSIDE,AL,SAINT CLAIR,"RIVERSIDE,AL"
ROCKFORD,AL,COOSA,"ROCKFORD,AL"
SAGINAW,AL,SHELBY,"SAGINAW,AL"
SAYRE,AL,JEFFERSON,"SAYRE,AL"
SHANNON,AL,JEFFERSON,"SHANNON,AL"
SHELBY,AL,SHELBY,"SHELBY,AL"
SILURIA,AL,SHELBY,"SILURIA,AL"
SPRINGVILLE,AL,SAINT CLAIR,"SPRINGVILLE,AL"
STERRETT,AL,SHELBY,"STERRETT,AL"
SUMITON,AL,WALKER,"SUMITON,AL"
SYCAMORE,AL,TALLADEGA,"SYCAMORE,AL"
SYLACAUGA,AL,TALLADEGA,"SYLACAUGA,AL"
TALLADEGA,AL,TALLADEGA,"TALLADEGA,AL"
THORSBY,AL,CHILTON,"THORSBY,AL"
TRAFFORD,AL,JEFFERSON,"TRAFFORD,AL"
TRUSSVILLE,AL,JEFFERSON,"TRUSSVILLE,AL"
UNION GROVE,AL,MARSHALL,"UNION GROVE,AL"
VANDIVER,AL,SHELBY,"VANDIVER,AL"
VINCENT,AL,SHELBY,"VINCENT,AL"
VINEMONT,AL,CULLMAN,"VINEMONT,AL"
WARRIOR,AL,JEFFERSON,"WARRIOR,AL"
WATSON,AL,JEFFERSON,"WATSON,AL"
WATTSVILLE,AL,SAINT CLAIR,"WATTSVILLE,AL"
WEOGUFKA,AL,COOSA,"WEOGUFKA,AL"
WEST BLOCTON,AL,BIBB,"WEST BLOCTON,AL"
WESTOVER,AL,SHELBY,"WESTOVER,AL"
WILSONVILLE,AL,SHELBY,"WILSONVILLE,AL"
WILTON,AL,SHELBY,"WILTON,AL"
WOODSTOCK,AL,BIBB,"WOODSTOCK,AL"
BIRMINGHAM,AL,JEFFERSON,"BIRMINGHAM,AL"
BIRMINGHAM,AL,SHELBY,"BIRMINGHAM,AL"
TUSCALOOSA,AL,TUSCALOOSA,"TUSCALOOSA,AL"
ABERNANT,AL,TUSCALOOSA,"ABERNANT,AL"
AKRON,AL,HALE,"AKRON,AL"
ALICEVILLE,AL,PICKENS,"ALICEVILLE,AL"
BOLIGEE,AL,GREENE,"BOLIGEE,AL"
BROOKWOOD,AL,TUSCALOOSA,"BROOKWOOD,AL"
BUHL,AL,TUSCALOOSA,"BUHL,AL"
CARROLLTON,AL,PICKENS,"CARROLLTON,AL"
CLINTON,AL,GREENE,"CLINTON,AL"
COALING,AL,TUSCALOOSA,"COALING,AL"
COKER,AL,TUSCALOOSA,"COKER,AL"
COTTONDALE,AL,TUSCALOOSA,"COTTONDALE,AL"
DUNCANVILLE,AL,TUSCALOOSA,"DUNCANVILLE,AL"
ECHOLA,AL,TUSCALOOSA,"ECHOLA,AL"
ELROD,AL,TUSCALOOSA,"ELROD,AL"
EMELLE,AL,SUMTER,"EMELLE,AL"
EPES,AL,SUMTER,"EPES,AL"
ETHELSVILLE,AL,PICKENS,"ETHELSVILLE,AL"
EUTAW,AL,GREENE,"EUTAW,AL"
FOSTERS,AL,TUSCALOOSA,"FOSTERS,AL"
GAINESVILLE,AL,SUMTER,"GAINESVILLE,AL"
GORDO,AL,PICKENS,"GORDO,AL"
KELLERMAN,AL,TUSCALOOSA,"KELLERMAN,AL"
KNOXVILLE,AL,GREENE,"KNOXVILLE,AL"
LIVINGSTON,AL,SUMTER,"LIVINGSTON,AL"
MC SHAN,AL,PICKENS,"MC SHAN,AL"
NORTHPORT,AL,TUSCALOOSA,"NORTHPORT,AL"
MOUNDVILLE,AL,HALE,"MOUNDVILLE,AL"
PANOLA,AL,SUMTER,"PANOLA,AL"
PETERSON,AL,TUSCALOOSA,"PETERSON,AL"
RALPH,AL,TUSCALOOSA,"RALPH,AL"
REFORM,AL,PICKENS,"REFORM,AL"
SAMANTHA,AL,TUSCALOOSA,"SAMANTHA,AL"
VANCE,AL,TUSCALOOSA,"VANCE,AL"
WEST GREENE,AL,GREENE,"WEST GREENE,AL"
JASPER,AL,WALKER,"JASPER,AL"
ADDISON,AL,WINSTON,"ADDISON,AL"
ARLEY,AL,WINSTON,"ARLEY,AL"
BANKSTON,AL,FAYETTE,"BANKSTON,AL"
BEAR CREEK,AL,MARION,"BEAR CREEK,AL"
BEAVERTON,AL,LAMAR,"BEAVERTON,AL"
BELK,AL,FAYETTE,"BELK,AL"
BERRY,AL,FAYETTE,"BERRY,AL"
BRILLIANT,AL,MARION,"BRILLIANT,AL"
CARBON HILL,AL,WALKER,"CARBON HILL,AL"
CORDOVA,AL,WALKER,"CORDOVA,AL"
DELMAR,AL,WINSTON,"DELMAR,AL"
DETROIT,AL,LAMAR,"DETROIT,AL"
DOUBLE SPRINGS,AL,WINSTON,"DOUBLE SPRINGS,AL"
ELDRIDGE,AL,WALKER,"ELDRIDGE,AL"
FAYETTE,AL,FAYETTE,"FAYETTE,AL"
GLEN ALLEN,AL,FAYETTE,"GLEN ALLEN,AL"
GOODSPRINGS,AL,WALKER,"GOODSPRINGS,AL"
GUIN,AL,MARION,"GUIN,AL"
HACKLEBURG,AL,MARION,"HACKLEBURG,AL"
HALEYVILLE,AL,WINSTON,"HALEYVILLE,AL"
HAMILTON,AL,MARION,"HAMILTON,AL"
HODGES,AL,FRANKLIN,"HODGES,AL"
HOUSTON,AL,WINSTON,"HOUSTON,AL"
KANSAS,AL,WALKER,"KANSAS,AL"
KENNEDY,AL,LAMAR,"KENNEDY,AL"
LYNN,AL,WINSTON,"LYNN,AL"
MILLPORT,AL,LAMAR,"MILLPORT,AL"
NATURAL BRIDGE,AL,WINSTON,"NATURAL BRIDGE,AL"
NAUVOO,AL,WALKER,"NAUVOO,AL"
OAKMAN,AL,WALKER,"OAKMAN,AL"
PARRISH,AL,WALKER,"PARRISH,AL"
PHIL CAMPBELL,AL,FRANKLIN,"PHIL CAMPBELL,AL"
RED BAY,AL,FRANKLIN,"RED BAY,AL"
SIPSEY,AL,WALKER,"SIPSEY,AL"
SPRUCE PINE,AL,FRANKLIN,"SPRUCE PINE,AL"
SULLIGENT,AL,LAMAR,"SULLIGENT,AL"
TOWNLEY,AL,WALKER,"TOWNLEY,AL"
VERNON,AL,LAMAR,"VERNON,AL"
VINA,AL,FRANKLIN,"VINA,AL"
WINFIELD,AL,MARION,"WINFIELD,AL"
DECATUR,AL,MORGAN,"DECATUR,AL"
ANDERSON,AL,LAUDERDALE,"ANDERSON,AL"
ATHENS,AL,LIMESTONE,"ATHENS,AL"
BELLE MINA,AL,LIMESTONE,"BELLE MINA,AL"
CHEROKEE,AL,COLBERT,"CHEROKEE,AL"
CLOVERDALE,AL,LAUDERDALE,"CLOVERDALE,AL"
COURTLAND,AL,LAWRENCE,"COURTLAND,AL"
DANVILLE,AL,MORGAN,"DANVILLE,AL"
ELKMONT,AL,LIMESTONE,"ELKMONT,AL"
EVA,AL,MORGAN,"EVA,AL"
FALKVILLE,AL,MORGAN,"FALKVILLE,AL"
FLORENCE,AL,LAUDERDALE,"FLORENCE,AL"
HARTSELLE,AL,MORGAN,"HARTSELLE,AL"
HILLSBORO,AL,LAWRENCE,"HILLSBORO,AL"
KILLEN,AL,LAUDERDALE,"KILLEN,AL"
LEIGHTON,AL,COLBERT,"LEIGHTON,AL"
LESTER,AL,LIMESTONE,"LESTER,AL"
LEXINGTON,AL,LAUDERDALE,"LEXINGTON,AL"
MOORESVILLE,AL,LIMESTONE,"MOORESVILLE,AL"
MOULTON,AL,LAWRENCE,"MOULTON,AL"
MOUNT HOPE,AL,LAWRENCE,"MOUNT HOPE,AL"
ROGERSVILLE,AL,LAUDERDALE,"ROGERSVILLE,AL"
RUSSELLVILLE,AL,FRANKLIN,"RUSSELLVILLE,AL"
SHEFFIELD,AL,COLBERT,"SHEFFIELD,AL"
MUSCLE SHOALS,AL,COLBERT,"MUSCLE SHOALS,AL"
SOMERVILLE,AL,MORGAN,"SOMERVILLE,AL"
TANNER,AL,LIMESTONE,"TANNER,AL"
TOWN CREEK,AL,LAWRENCE,"TOWN CREEK,AL"
TRINITY,AL,MORGAN,"TRINITY,AL"
TUSCUMBIA,AL,COLBERT,"TUSCUMBIA,AL"
WATERLOO,AL,LAUDERDALE,"WATERLOO,AL"
ARDMORE,AL,LIMESTONE,"ARDMORE,AL"
BRIDGEPORT,AL,JACKSON,"BRIDGEPORT,AL"
BROWNSBORO,AL,MADISON,"BROWNSBORO,AL"
CAPSHAW,AL,LIMESTONE,"CAPSHAW,AL"
DUTTON,AL,JACKSON,"DUTTON,AL"
ESTILLFORK,AL,JACKSON,"ESTILLFORK,AL"
FACKLER,AL,JACKSON,"FACKLER,AL"
GRANT,AL,MARSHALL,"GRANT,AL"
GURLEY,AL,MADISON,"GURLEY,AL"
HARVEST,AL,MADISON,"HARVEST,AL"
HAZEL GREEN,AL,MADISON,"HAZEL GREEN,AL"
HOLLYTREE,AL,JACKSON,"HOLLYTREE,AL"
HOLLYWOOD,AL,JACKSON,"HOLLYWOOD,AL"
LACEYS SPRING,AL,MORGAN,"LACEYS SPRING,AL"
LANGSTON,AL,JACKSON,"LANGSTON,AL"
MADISON,AL,LIMESTONE,"MADISON,AL"
MADISON,AL,MADISON,"MADISON,AL"
MERIDIANVILLE,AL,MADISON,"MERIDIANVILLE,AL"
NEW HOPE,AL,MADISON,"NEW HOPE,AL"
NEW MARKET,AL,MADISON,"NEW MARKET,AL"
NORMAL,AL,MADISON,"NORMAL,AL"
OWENS CROSS ROADS,AL,MADISON,"OWENS CROSS ROADS,AL"
PAINT ROCK,AL,JACKSON,"PAINT ROCK,AL"
PISGAH,AL,JACKSON,"PISGAH,AL"
PRINCETON,AL,JACKSON,"PRINCETON,AL"
RYLAND,AL,MADISON,"RYLAND,AL"
SCOTTSBORO,AL,JACKSON,"SCOTTSBORO,AL"
SECTION,AL,JACKSON,"SECTION,AL"
STEVENSON,AL,JACKSON,"STEVENSON,AL"
TONEY,AL,MADISON,"TONEY,AL"
TRENTON,AL,JACKSON,"TRENTON,AL"
VALHERMOSO SPRINGS,AL,MORGAN,"VALHERMOSO SPRINGS,AL"
WOODVILLE,AL,JACKSON,"WOODVILLE,AL"
HUNTSVILLE,AL,MADISON,"HUNTSVILLE,AL"
GADSDEN,AL,ETOWAH,"GADSDEN,AL"
RAINBOW CITY,AL,ETOWAH,"RAINBOW CITY,AL"
ALBERTVILLE,AL,MARSHALL,"ALBERTVILLE,AL"
ALTOONA,AL,ETOWAH,"ALTOONA,AL"
ASHVILLE,AL,SAINT CLAIR,"ASHVILLE,AL"
ATTALLA,AL,ETOWAH,"ATTALLA,AL"
BOAZ,AL,ETOWAH,"BOAZ,AL"
BOAZ,AL,MARSHALL,"BOAZ,AL"
BRYANT,AL,JACKSON,"BRYANT,AL"
CEDAR BLUFF,AL,CHEROKEE,"CEDAR BLUFF,AL"
CENTRE,AL,CHEROKEE,"CENTRE,AL"
COLLINSVILLE,AL,DE KALB,"COLLINSVILLE,AL"
CROSSVILLE,AL,DE KALB,"CROSSVILLE,AL"
DAWSON,AL,DE KALB,"DAWSON,AL"
DOUGLAS,AL,MARSHALL,"DOUGLAS,AL"
FLAT ROCK,AL,JACKSON,"FLAT ROCK,AL"
FORT PAYNE,AL,DE KALB,"FORT PAYNE,AL"
FYFFE,AL,DE KALB,"FYFFE,AL"
GALLANT,AL,ETOWAH,"GALLANT,AL"
GAYLESVILLE,AL,CHEROKEE,"GAYLESVILLE,AL"
GERALDINE,AL,DE KALB,"GERALDINE,AL"
GROVEOAK,AL,DE KALB,"GROVEOAK,AL"
GUNTERSVILLE,AL,MARSHALL,"GUNTERSVILLE,AL"
HENAGAR,AL,DE KALB,"HENAGAR,AL"
HIGDON,AL,JACKSON,"HIGDON,AL"
HORTON,AL,MARSHALL,"HORTON,AL"
IDER,AL,DE KALB,"IDER,AL"
LEESBURG,AL,CHEROKEE,"LEESBURG,AL"
MENTONE,AL,DE KALB,"MENTONE,AL"
RAINSVILLE,AL,DE KALB,"RAINSVILLE,AL"
STEELE,AL,SAINT CLAIR,"STEELE,AL"
SYLVANIA,AL,DE KALB,"SYLVANIA,AL"
VALLEY HEAD,AL,DE KALB,"VALLEY HEAD,AL"
WALNUT GROVE,AL,ETOWAH,"WALNUT GROVE,AL"
AUTAUGAVILLE,AL,AUTAUGA,"AUTAUGAVILLE,AL"
BANKS,AL,PIKE,"BANKS,AL"
BILLINGSLEY,AL,AUTAUGA,"BILLINGSLEY,AL"
BOOTH,AL,AUTAUGA,"BOOTH,AL"
BRANTLEY,AL,CRENSHAW,"BRANTLEY,AL"
BRUNDIDGE,AL,PIKE,"BRUNDIDGE,AL"
CECIL,AL,MONTGOMERY,"CECIL,AL"
CHAPMAN,AL,BUTLER,"CHAPMAN,AL"
CLAYTON,AL,BARBOUR,"CLAYTON,AL"
CLIO,AL,BARBOUR,"CLIO,AL"
COOSADA,AL,ELMORE,"COOSADA,AL"
DEATSVILLE,AL,ELMORE,"DEATSVILLE,AL"
EAST TALLASSEE,AL,TALLAPOOSA,"EAST TALLASSEE,AL"
ECLECTIC,AL,ELMORE,"ECLECTIC,AL"
ELMORE,AL,ELMORE,"ELMORE,AL"
EQUALITY,AL,COOSA,"EQUALITY,AL"
EUFAULA,AL,BARBOUR,"EUFAULA,AL"
DOZIER,AL,CRENSHAW,"DOZIER,AL"
FITZPATRICK,AL,BULLOCK,"FITZPATRICK,AL"
FOREST HOME,AL,BUTLER,"FOREST HOME,AL"
FORT DAVIS,AL,MACON,"FORT DAVIS,AL"
FORT DEPOSIT,AL,LOWNDES,"FORT DEPOSIT,AL"
GEORGIANA,AL,BUTLER,"GEORGIANA,AL"
GLENWOOD,AL,CRENSHAW,"GLENWOOD,AL"
GOSHEN,AL,PIKE,"GOSHEN,AL"
GRADY,AL,MONTGOMERY,"GRADY,AL"
GREENVILLE,AL,BUTLER,"GREENVILLE,AL"
GANTT,AL,COVINGTON,"GANTT,AL"
HARDAWAY,AL,MACON,"HARDAWAY,AL"
HAYNEVILLE,AL,LOWNDES,"HAYNEVILLE,AL"
HIGHLAND HOME,AL,CRENSHAW,"HIGHLAND HOME,AL"
HONORAVILLE,AL,CRENSHAW,"HONORAVILLE,AL"
HOPE HULL,AL,MONTGOMERY,"HOPE HULL,AL"
KENT,AL,ELMORE,"KENT,AL"
LAPINE,AL,MONTGOMERY,"LAPINE,AL"
LETOHATCHEE,AL,LOWNDES,"LETOHATCHEE,AL"
LOUISVILLE,AL,BARBOUR,"LOUISVILLE,AL"
LUVERNE,AL,CRENSHAW,"LUVERNE,AL"
MARBURY,AL,AUTAUGA,"MARBURY,AL"
MATHEWS,AL,MONTGOMERY,"MATHEWS,AL"
MIDWAY,AL,BULLOCK,"MIDWAY,AL"
MILLBROOK,AL,ELMORE,"MILLBROOK,AL"
MOUNT MEIGS,AL,MONTGOMERY,"MOUNT MEIGS,AL"
PEROTE,AL,BULLOCK,"PEROTE,AL"
PETREY,AL,CRENSHAW,"PETREY,AL"
PIKE ROAD,AL,MONTGOMERY,"PIKE ROAD,AL"
PINE LEVEL,AL,MONTGOMERY,"PINE LEVEL,AL"
PRATTVILLE,AL,AUTAUGA,"PRATTVILLE,AL"
RAMER,AL,MONTGOMERY,"RAMER,AL"
RUTLEDGE,AL,CRENSHAW,"RUTLEDGE,AL"
SHORTER,AL,MACON,"SHORTER,AL"
TALLASSEE,AL,ELMORE,"TALLASSEE,AL"
TROY,AL,PIKE,"TROY,AL"
TITUS,AL,ELMORE,"TITUS,AL"
TUSKEGEE,AL,MACON,"TUSKEGEE,AL"
TUSKEGEE INSTITUTE,AL,MACON,"TUSKEGEE INSTITUTE,AL"
UNION SPRINGS,AL,BULLOCK,"UNION SPRINGS,AL"
VERBENA,AL,CHILTON,"VERBENA,AL"
WETUMPKA,AL,ELMORE,"WETUMPKA,AL"
MONTGOMERY,AL,MONTGOMERY,"MONTGOMERY,AL"
ANNISTON,AL,CALHOUN,"ANNISTON,AL"
OXFORD,AL,CALHOUN,"OXFORD,AL"
ALEXANDRIA,AL,CALHOUN,"ALEXANDRIA,AL"
ASHLAND,AL,CLAY,"ASHLAND,AL"
BYNUM,AL,CALHOUN,"BYNUM,AL"
CHOCCOLOCCO,AL,CALHOUN,"CHOCCOLOCCO,AL"
CRAGFORD,AL,CLAY,"CRAGFORD,AL"
DAVISTON,AL,TALLAPOOSA,"DAVISTON,AL"
DE ARMANVILLE,AL,CALHOUN,"DE ARMANVILLE,AL"
DELTA,AL,CLAY,"DELTA,AL"
EASTABOGA,AL,CALHOUN,"EASTABOGA,AL"
EDWARDSVILLE,AL,CLEBURNE,"EDWARDSVILLE,AL"
FRUITHURST,AL,CLEBURNE,"FRUITHURST,AL"
GRAHAM,AL,RANDOLPH,"GRAHAM,AL"
HEFLIN,AL,CLEBURNE,"HEFLIN,AL"
JACKSONVILLE,AL,CALHOUN,"JACKSONVILLE,AL"
LINEVILLE,AL,CLAY,"LINEVILLE,AL"
MILLERVILLE,AL,CLAY,"MILLERVILLE,AL"
MUNFORD,AL,TALLADEGA,"MUNFORD,AL"
MUSCADINE,AL,CLEBURNE,"MUSCADINE,AL"
OHATCHEE,AL,CALHOUN,"OHATCHEE,AL"
PIEDMONT,AL,CALHOUN,"PIEDMONT,AL"
RANBURNE,AL,CLEBURNE,"RANBURNE,AL"
ROANOKE,AL,RANDOLPH,"ROANOKE,AL"
SPRING GARDEN,AL,CHEROKEE,"SPRING GARDEN,AL"
WADLEY,AL,RANDOLPH,"WADLEY,AL"
WEAVER,AL,CALHOUN,"WEAVER,AL"
WEDOWEE,AL,RANDOLPH,"WEDOWEE,AL"
WELLINGTON,AL,CALHOUN,"WELLINGTON,AL"
WOODLAND,AL,RANDOLPH,"WOODLAND,AL"
DOTHAN,AL,HOUSTON,"DOTHAN,AL"
ABBEVILLE,AL,HENRY,"ABBEVILLE,AL"
ARITON,AL,DALE,"ARITON,AL"
ASHFORD,AL,HOUSTON,"ASHFORD,AL"
BELLWOOD,AL,GENEVA,"BELLWOOD,AL"
BLACK,AL,GENEVA,"BLACK,AL"
CHANCELLOR,AL,GENEVA,"CHANCELLOR,AL"
CLOPTON,AL,HENRY,"CLOPTON,AL"
COFFEE SPRINGS,AL,GENEVA,"COFFEE SPRINGS,AL"
COLUMBIA,AL,HOUSTON,"COLUMBIA,AL"
COTTONWOOD,AL,HOUSTON,"COTTONWOOD,AL"
COWARTS,AL,HOUSTON,"COWARTS,AL"
DALEVILLE,AL,DALE,"DALEVILLE,AL"
ELBA,AL,COFFEE,"ELBA,AL"
ENTERPRISE,AL,COFFEE,"ENTERPRISE,AL"
GENEVA,AL,GENEVA,"GENEVA,AL"
GORDON,AL,HOUSTON,"GORDON,AL"
HARTFORD,AL,GENEVA,"HARTFORD,AL"
HEADLAND,AL,HENRY,"HEADLAND,AL"
JACK,AL,COFFEE,"JACK,AL"
MALVERN,AL,GENEVA,"MALVERN,AL"
MIDLAND CITY,AL,DALE,"MIDLAND CITY,AL"
NEW BROCKTON,AL,COFFEE,"NEW BROCKTON,AL"
NEWTON,AL,DALE,"NEWTON,AL"
NEWVILLE,AL,HENRY,"NEWVILLE,AL"
OZARK,AL,DALE,"OZARK,AL"
FORT RUCKER,AL,DALE,"FORT RUCKER,AL"
PANSEY,AL,HOUSTON,"PANSEY,AL"
PINCKARD,AL,DALE,"PINCKARD,AL"
SHORTERVILLE,AL,HENRY,"SHORTERVILLE,AL"
SKIPPERVILLE,AL,DALE,"SKIPPERVILLE,AL"
SLOCOMB,AL,GENEVA,"SLOCOMB,AL"
WEBB,AL,HOUSTON,"WEBB,AL"
EVERGREEN,AL,CONECUH,"EVERGREEN,AL"
ANDALUSIA,AL,COVINGTON,"ANDALUSIA,AL"
BEATRICE,AL,MONROE,"BEATRICE,AL"
BREWTON,AL,ESCAMBIA,"BREWTON,AL"
BROOKLYN,AL,CONECUH,"BROOKLYN,AL"
CASTLEBERRY,AL,CONECUH,"CASTLEBERRY,AL"
COY,AL,WILCOX,"COY,AL"
DICKINSON,AL,CLARKE,"DICKINSON,AL"
EXCEL,AL,MONROE,"EXCEL,AL"
FLOMATON,AL,ESCAMBIA,"FLOMATON,AL"
FLORALA,AL,COVINGTON,"FLORALA,AL"
FRANKLIN,AL,MONROE,"FRANKLIN,AL"
FRISCO CITY,AL,MONROE,"FRISCO CITY,AL"
FULTON,AL,CLARKE,"FULTON,AL"
GOODWAY,AL,MONROE,"GOODWAY,AL"
GROVE HILL,AL,CLARKE,"GROVE HILL,AL"
KINSTON,AL,COFFEE,"KINSTON,AL"
LENOX,AL,CONECUH,"LENOX,AL"
LOCKHART,AL,COVINGTON,"LOCKHART,AL"
MC KENZIE,AL,BUTLER,"MC KENZIE,AL"
MEGARGEL,AL,MONROE,"MEGARGEL,AL"
MEXIA,AL,MONROE,"MEXIA,AL"
MONROEVILLE,AL,MONROE,"MONROEVILLE,AL"
OPP,AL,COVINGTON,"OPP,AL"
PERDUE HILL,AL,MONROE,"PERDUE HILL,AL"
PETERMAN,AL,MONROE,"PETERMAN,AL"
RANGE,AL,CONECUH,"RANGE,AL"
RED LEVEL,AL,COVINGTON,"RED LEVEL,AL"
REPTON,AL,CONECUH,"REPTON,AL"
RIVER FALLS,AL,COVINGTON,"RIVER FALLS,AL"
SAMSON,AL,GENEVA,"SAMSON,AL"
URIAH,AL,MONROE,"URIAH,AL"
VREDENBURGH,AL,MONROE,"VREDENBURGH,AL"
WHATLEY,AL,CLARKE,"WHATLEY,AL"
WING,AL,COVINGTON,"WING,AL"
ATMORE,AL,ESCAMBIA,"ATMORE,AL"
AXIS,AL,MOBILE,"AXIS,AL"
BAY MINETTE,AL,BALDWIN,"BAY MINETTE,AL"
BAYOU LA BATRE,AL,MOBILE,"BAYOU LA BATRE,AL"
BON SECOUR,AL,BALDWIN,"BON SECOUR,AL"
BUCKS,AL,MOBILE,"BUCKS,AL"
CALVERT,AL,WASHINGTON,"CALVERT,AL"
CARLTON,AL,CLARKE,"CARLTON,AL"
CHATOM,AL,WASHINGTON,"CHATOM,AL"
CHUNCHULA,AL,MOBILE,"CHUNCHULA,AL"
CITRONELLE,AL,MOBILE,"CITRONELLE,AL"
CODEN,AL,MOBILE,"CODEN,AL"
COFFEEVILLE,AL,CLARKE,"COFFEEVILLE,AL"
CREOLA,AL,MOBILE,"CREOLA,AL"
DAPHNE,AL,BALDWIN,"DAPHNE,AL"
SPANISH FORT,AL,BALDWIN,"SPANISH FORT,AL"
DAUPHIN ISLAND,AL,MOBILE,"DAUPHIN ISLAND,AL"
DEER PARK,AL,WASHINGTON,"DEER PARK,AL"
ELBERTA,AL,BALDWIN,"ELBERTA,AL"
FAIRHOPE,AL,BALDWIN,"FAIRHOPE,AL"
FOLEY,AL,BALDWIN,"FOLEY,AL"
FRANKVILLE,AL,WASHINGTON,"FRANKVILLE,AL"
FRUITDALE,AL,WASHINGTON,"FRUITDALE,AL"
GAINESTOWN,AL,CLARKE,"GAINESTOWN,AL"
GRAND BAY,AL,MOBILE,"GRAND BAY,AL"
GULF SHORES,AL,BALDWIN,"GULF SHORES,AL"
HUXFORD,AL,ESCAMBIA,"HUXFORD,AL"
IRVINGTON,AL,MOBILE,"IRVINGTON,AL"
JACKSON,AL,CLARKE,"JACKSON,AL"
LEROY,AL,WASHINGTON,"LEROY,AL"
LILLIAN,AL,BALDWIN,"LILLIAN,AL"
LITTLE RIVER,AL,BALDWIN,"LITTLE RIVER,AL"
LOXLEY,AL,BALDWIN,"LOXLEY,AL"
MC INTOSH,AL,WASHINGTON,"MC INTOSH,AL"
MAGNOLIA SPRINGS,AL,BALDWIN,"MAGNOLIA SPRINGS,AL"
MALCOLM,AL,WASHINGTON,"MALCOLM,AL"
MILLRY,AL,WASHINGTON,"MILLRY,AL"
MONTROSE,AL,BALDWIN,"MONTROSE,AL"
MOUNT VERNON,AL,MOBILE,"MOUNT VERNON,AL"
ORANGE BEACH,AL,BALDWIN,"ORANGE BEACH,AL"
PERDIDO,AL,BALDWIN,"PERDIDO,AL"
POINT CLEAR,AL,BALDWIN,"POINT CLEAR,AL"
ROBERTSDALE,AL,BALDWIN,"ROBERTSDALE,AL"
SAINT ELMO,AL,MOBILE,"SAINT ELMO,AL"
SAINT STEPHENS,AL,WASHINGTON,"SAINT STEPHENS,AL"
SARALAND,AL,MOBILE,"SARALAND,AL"
SATSUMA,AL,MOBILE,"SATSUMA,AL"
SEMINOLE,AL,BALDWIN,"SEMINOLE,AL"
SEMMES,AL,MOBILE,"SEMMES,AL"
SILVERHILL,AL,BALDWIN,"SILVERHILL,AL"
STAPLETON,AL,BALDWIN,"STAPLETON,AL"
