AcceptsAndroidPay,AcceptsApplePay,AcceptsBitcoin,AcceptsCreditCards,AcceptsInsurance,Alcohol,Ambience,Attire,BestNights,BikeParking,ByAppointmentOnly,CannabisProducts,Caters,CoatCheck,Delivery,DogsAllowed,Drive-Thru,Fri,GoodFor,GoodForDancing,GoodforGroups,GoodforKids,GoodforWorking,HappyHour,HasPoolTable,HasTV,Mon,Music,NoiseLevel,OffersMilitaryDiscount,OutdoorSeating,Parking,Sat,Smoking,Sun,Take-out,TakesReservations,Thu,Tue,WaiterService,Wed,WheelchairAccessible,Wi-Fi,area,claimed status,health inspect,id,latitude,longitude,price,rating,related0,related1,related2,review,tag,title,url
None,None,None,No,None,None,None,None,None,Yes,None,None,None,None,None,None,None,Closed,None,None,None,None,None,None,None,None,Closed,None,None,None,None,PrivateLot,Closed,None,Closed,Yes,None,Closed,3:00 pm - 6:00 pm,None,Closed,Yes,None,NM Albuquerque Eastside,Claimed,None,albuquerque-northeast-farmers-and-artisans-market-albuquerque,35.15248,-106.555726,1.0,4.0,None,None,None,1,FarmersMarket,Albuquerque Northeast Farmers’ & Artisans Market,https://www.yelp.com/biz/albuquerque-northeast-farmers-and-artisans-market-albuquerque?osq=food
None,None,None,Yes,None,No,None,Casual,None,No,None,None,No,None,No,None,Yes,None,None,None,No,Yes,None,None,None,No,None,None,None,None,Yes,None,None,None,None,Yes,No,None,None,None,None,None,None,NM Albuquerque Eastside,Unclaimed,None,del-taco-albuquerque-3,35.072752,-106.536123,1.0,3.5,griffs-hamburgers-albuquerque,popeyes-albuquerque-3,popeyes-louisana-kitchen-albuquerque,11,FastFood,Del Taco,https://www.yelp.com/biz/del-taco-albuquerque-3?osq=food
None,No,None,Yes,None,No,None,Casual,None,No,None,None,No,None,No,None,Yes,9:00 am - 2:00 am,Lunch,None,No,Yes,None,None,None,No,9:00 am - 1:00 am,None,VeryLoud,None,No,PrivateLot,9:00 am - 2:00 am,None,9:00 am - 1:00 am,Yes,No,9:00 am - 1:00 am,9:00 am - 1:00 am,No,9:00 am - 1:00 am,None,No,NM Albuquerque Eastside,Claimed,None,taco-bell-albuquerque-5,35.08708,-106.51535,1.0,2.5,papa-felipes-mexican-restaurant-albuquerque-3,sadies-albuquerque,taco-cabana-albuquerque-4,7,"Mexican,Tex-Mex,FastFood",Taco Bell,https://www.yelp.com/biz/taco-bell-albuquerque-5?osq=food
None,None,None,Yes,None,No,None,Casual,None,Yes,None,None,None,None,No,None,Yes,10:00 am - 12:00 am,None,None,Yes,Yes,None,None,None,No,10:00 am - 12:00 am,None,Quiet,None,No,None,10:00 am - 12:00 am,None,10:00 am - 12:00 am,Yes,No,10:00 am - 12:00 am,10:00 am - 12:00 am,No,10:00 am - 12:00 am,None,No,NM Albuquerque Eastside,Claimed,None,wienerschnitzel-albuquerque-5,35.0707944,-106.5146924,1.0,3.5,None,None,None,5,"HotDogs,FastFood,Sandwiches",Wienerschnitzel,https://www.yelp.com/biz/wienerschnitzel-albuquerque-5?osq=food
None,None,None,Yes,None,No,None,Casual,None,None,None,None,None,None,No,None,None,6:00 am - 10:00 pm,None,None,Yes,Yes,None,None,None,None,6:00 am - 10:00 pm,None,Average,None,None,None,6:30 am - 10:00 pm,None,7:00 am - 10:00 pm,Yes,No,6:00 am - 10:00 pm,6:00 am - 10:00 pm,None,6:00 am - 10:00 pm,None,None,NM Albuquerque Eastside,Unclaimed,None,golden-pride-albuquerque,35.0728819,-106.5353919,1.0,4.5,golden-pride-bbq-chicken-and-ribs-albuquerque-6,golden-pride-albuquerque-3,kaps-coffee-shop-and-diner-albuquerque,10,"Barbeque,Breakfast&Brunch,Mexican",Golden Pride,https://www.yelp.com/biz/golden-pride-albuquerque?osq=food
None,Yes,None,Yes,None,None,None,None,None,Yes,None,None,No,None,None,None,None,5:00 am - 8:00 pm,None,None,None,None,Yes,None,None,None,5:00 am - 8:00 pm,None,None,None,Yes,PrivateLot,6:00 am - 7:30 pm,None,5:00 am - 8:00 pm,Yes,None,5:00 am - 8:00 pm,5:00 am - 8:00 pm,None,5:00 am - 8:00 pm,None,Free,NM Albuquerque Eastside,Unclaimed,None,starbucks-albuquerque-11,35.0710223,-106.5330049,2.0,3.5,moons-coffee-and-tea-albuquerque,limonata-albuquerque,rebel-donut-albuquerque-4,19,Coffee&Tea,Starbucks,https://www.yelp.com/biz/starbucks-albuquerque-11?osq=food
None,None,None,Yes,None,No,None,Casual,None,No,None,None,No,None,No,None,None,None,None,None,Yes,Yes,None,None,None,No,None,None,Quiet,None,No,None,None,None,None,Yes,No,None,None,No,None,None,None,NM Albuquerque Eastside,Unclaimed,None,papa-murphys-take-n-bake-pizza-albuquerque-9,35.175351,-106.555781,1.0,4.0,None,None,None,8,Pizza,Papa Murphys Take N Bake Pizza,https://www.yelp.com/biz/papa-murphys-take-n-bake-pizza-albuquerque-9?osq=food
None,No,None,Yes,None,None,None,None,None,Yes,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,PrivateLot,None,None,None,Yes,None,None,None,None,None,None,None,NM Albuquerque Eastside,Unclaimed,None,einstein-bros-bagels-albuquerque-4,35.0677169,-106.4988517,1.0,3.5,einsteins-bros-bagels-albuquerque,einstein-bros-albuquerque-2,wolfes-bagels-albuquerque,15,Bagels,Einstein Bros Bagels,https://www.yelp.com/biz/einstein-bros-bagels-albuquerque-4?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9:00 am - 4:00 pm,None,None,None,None,None,None,None,None,9:00 am - 4:00 pm,None,None,None,None,None,9:00 am - 4:00 pm,None,9:00 am - 4:00 pm,None,None,9:00 am - 4:00 pm,9:00 am - 4:00 pm,None,9:00 am - 4:00 pm,None,None,NM Albuquerque Eastside,Unclaimed,None,snazy-cakes-albuquerque,35.0790153,-106.5143132,None,None,None,None,None,None,None,Snazy Cakes,https://www.yelp.com/biz/snazy-cakes-albuquerque?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Eastside,Unclaimed,None,fresh-herbs-albuquerque,35.079027,-106.514335,None,None,the-fruit-basket-abq-albuquerque-3,None,None,None,None,Fresh Herbs,https://www.yelp.com/biz/fresh-herbs-albuquerque?osq=food
None,No,None,Yes,None,None,None,None,None,Yes,None,None,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,PrivateLot,None,None,None,Yes,None,None,None,None,None,None,None,NM Albuquerque Eastside,Unclaimed,None,smiths-food-and-drug-centers-albuquerque-6,35.0668924,-106.4961841,1.0,3.0,smiths-albuquerque-6,smiths-food-and-drug-stores-albuquerque-3,smiths-food-and-drug-centers-albuquerque-2,4,"Grocery,Drugstores",Smith’s Food & Drug Centers,https://www.yelp.com/biz/smiths-food-and-drug-centers-albuquerque-6?osq=food
None,None,None,Yes,None,FullBar,None,Casual,None,No,None,None,Yes,No,No,None,None,11:00 am - 11:00 pm,Dessert,No,Yes,Yes,None,Yes,None,Yes,11:00 am - 10:00 pm,None,Average,None,No,None,11:00 am - 11:00 pm,None,11:00 am - 10:00 pm,Yes,Yes,11:00 am - 10:00 pm,11:00 am - 10:00 pm,Yes,11:00 am - 10:00 pm,None,No,NM Albuquerque Eastside,Claimed,None,chilis-albuquerque-14,35.0716162,-106.534102,2.0,3.5,ben-michaels-restaurant-albuquerque,louies-pub-and-grill-albuquerque,two-fools-tavern-albuquerque,26,"American(Traditional),Bars,Tex-Mex",Chili’s,https://www.yelp.com/biz/chilis-albuquerque-14?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Eastside,Unclaimed,None,shaklee-authorized-distributor-ne-heights-albuquerque,35.177117,-106.48521,None,None,None,None,None,None,None,Shaklee Authorized Distributor NE Heights,https://www.yelp.com/biz/shaklee-authorized-distributor-ne-heights-albuquerque?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Eastside,Unclaimed,None,schuler-richard-h-col-ret-albuquerque,35.177117,-106.48521,None,None,None,None,None,None,None,Schuler Richard H Col Ret,https://www.yelp.com/biz/schuler-richard-h-col-ret-albuquerque?osq=food
None,None,None,Yes,None,No,None,Casual,None,No,None,None,None,None,No,None,None,None,Lunch,None,None,Yes,None,None,None,No,None,None,None,None,No,None,None,None,None,Yes,No,None,None,No,None,None,None,NM Albuquerque Eastside,Unclaimed,None,teriyaki-chicken-bowl-albuquerque-8,35.0746354,-106.5500232,1.0,3.0,japanese-kitchen-steakhouse-albuquerque,teriyaki-chicken-bowl-albuquerque-5,magokoro-albuquerque-2,6,Japanese,Teriyaki Chicken Bowl,https://www.yelp.com/biz/teriyaki-chicken-bowl-albuquerque-8?osq=food
None,None,None,Yes,None,No,None,Casual,None,No,None,None,No,None,None,None,None,8:00 am - 6:00 pm,None,None,None,None,None,None,None,No,8:00 am - 6:00 pm,None,None,None,None,None,8:00 am - 6:00 pm,None,Closed,Yes,None,8:00 am - 6:00 pm,8:00 am - 6:00 pm,None,8:00 am - 6:00 pm,None,None,NM Albuquerque Eastside,Unclaimed,None,sai-gon-sandwich-albuquerque,35.0717113436,-106.514017247,None,4.0,saigon-far-east-albuquerque,fu-yuang-korean-and-chinese-restaurant-albuquerque,banh-mi-coda-albuquerque,5,"Vietnamese,Sandwiches",Sai Gon Sandwich,https://www.yelp.com/biz/sai-gon-sandwich-albuquerque?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Eastside,Unclaimed,None,valencia-package-store-albuquerque,35.0940064,-106.5503501,None,None,None,None,None,None,None,Valencia Package Store,https://www.yelp.com/biz/valencia-package-store-albuquerque?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Eastside,Unclaimed,None,mcdonalds-albuquerque-31,35.079555,-106.52986,None,3.0,None,None,None,1,"FastFood,Burgers",McDonald’s,https://www.yelp.com/biz/mcdonalds-albuquerque-31?osq=food
None,None,None,Yes,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,Yes,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,Yes,None,None,None,None,None,None,None,NM Albuquerque Eastside,Unclaimed,None,paisanos-for-pasta-albuquerque,35.0856369,-106.5320664,None,3.5,tullys-italian-deli-albuquerque,trombinos-bistro-italiano-albuquerque,paisanos-albuquerque,4,Italian,Paisano’s For Pasta,https://www.yelp.com/biz/paisanos-for-pasta-albuquerque?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Eastside,Unclaimed,None,hotel-circle-convenience-store-albuquerque,35.0863345,-106.5319512,None,None,north-hills-mini-mart-rio-rancho,rio-rancho-shell-rio-rancho,the-merc-placitas,None,None,Hotel Circle Convenience Store,https://www.yelp.com/biz/hotel-circle-convenience-store-albuquerque?osq=food
None,None,None,Yes,None,None,None,None,None,No,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Eastside,Unclaimed,None,kelly-liquors-albuquerque-8,35.0695954,-106.5158863,None,None,None,None,None,None,None,Kelly Liquors,https://www.yelp.com/biz/kelly-liquors-albuquerque-8?osq=food
None,None,None,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Eastside,Unclaimed,None,allsups-convenience-stores-albuquerque-8,35.0737313,-106.545143,2.0,1.0,giant-conoco-gasoline-and-convenience-store-albuquerque-7,None,None,1,Grocery,Allsup’s Convenience Stores,https://www.yelp.com/biz/allsups-convenience-stores-albuquerque-8?osq=food
None,None,None,Yes,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,Yes,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,No,None,None,None,None,None,None,NM Albuquerque Eastside,Unclaimed,None,burger-king-albuquerque-12,35.0815739,-106.514576,None,None,None,None,None,None,None,Burger King,https://www.yelp.com/biz/burger-king-albuquerque-12?osq=food
None,None,None,Yes,None,No,None,Casual,None,No,None,None,None,None,No,None,No,None,Lunch,None,Yes,Yes,None,None,None,No,None,None,Quiet,None,Yes,None,None,None,None,Yes,No,None,None,No,None,None,No,NM Albuquerque Eastside,Unclaimed,None,blakes-lotaburger-albuquerque-13,35.0723167,-106.5391288,1.0,3.5,blakes-lota-burger-albuquerque-5,the-grill-on-san-mateo-albuquerque,rexs-hamburgers-albuquerque-4,8,"Burgers,FastFood",Blake’s Lotaburger,https://www.yelp.com/biz/blakes-lotaburger-albuquerque-13?osq=food
None,None,None,Yes,None,None,None,Casual,None,None,None,None,None,None,No,None,None,None,None,None,Yes,Yes,None,None,None,No,None,None,Average,None,No,None,None,None,None,Yes,Yes,None,None,No,None,None,None,NM Albuquerque Eastside,Unclaimed,None,papa-murphys-albuquerque-4,35.0669269,-106.4963547,1.0,4.0,None,None,None,2,Pizza,Papa Murphy’s,https://www.yelp.com/biz/papa-murphys-albuquerque-4?osq=food
None,None,None,Yes,None,None,None,Casual,None,Yes,None,None,None,None,No,None,Yes,Open 24 hours,None,None,Yes,Yes,None,None,None,No,Open 24 hours,None,None,None,No,None,Open 24 hours,None,Open 24 hours,Yes,No,Open 24 hours,Open 24 hours,None,Open 24 hours,None,None,NM Albuquerque Eastside,Unclaimed,None,jack-in-the-box-albuquerque,35.0717228,-106.5350416,1.0,1.5,fuddruckers-albuquerque-3,whataburger-albuquerque-4,applebees-albuquerque-11,3,"FastFood,Burgers",Jack In The Box,https://www.yelp.com/biz/jack-in-the-box-albuquerque?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Eastside,Unclaimed,None,four-hills-food-mart-albuquerque,35.066391,-106.5147609,None,None,a-ri-rang-oriental-market-albuquerque,talin-market-albuquerque,north-hills-mini-mart-rio-rancho,None,None,Four Hills Food Mart,https://www.yelp.com/biz/four-hills-food-mart-albuquerque?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Eastside,Unclaimed,None,general-nutrition-centers-albuquerque-4,35.0680004,-106.4998867,None,None,None,None,None,None,None,General Nutrition Centers,https://www.yelp.com/biz/general-nutrition-centers-albuquerque-4?osq=food
None,None,None,Yes,None,None,None,Casual,None,None,None,None,None,None,No,None,None,None,None,None,Yes,Yes,None,None,None,No,None,None,None,None,No,None,None,None,None,Yes,No,None,None,None,None,None,None,NM Albuquerque Eastside,Unclaimed,None,subway-albuquerque-17,35.0678848,-106.5013808,1.0,3.0,the-yeller-sub-albuquerque,dions-albuquerque-19,california-pastrami-albuquerque,2,"Sandwiches,FastFood",Subway,https://www.yelp.com/biz/subway-albuquerque-17?osq=food
None,None,None,Yes,None,None,None,None,None,None,None,None,No,None,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Yes,No,None,None,None,None,No,None,NM Albuquerque Eastside,Claimed,None,pizza-hut-albuquerque-9,35.1608516,-106.5579766,None,1.0,dominos-pizza-albuquerque-9,papa-johns-pizza-albuquerque,wisepies-pizza-albuquerque-3,2,"Pizza,Italian,ChickenWings",Pizza Hut,https://www.yelp.com/biz/pizza-hut-albuquerque-9?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Eastside,Unclaimed,None,smoothy-bee-albuquerque,35.1522207,-106.519624,None,None,i-scream-ice-cream-albuquerque,baskin-robbins-albuquerque-2,olo-yogurt-studio-albuquerque,None,None,Smoothy Bee,https://www.yelp.com/biz/smoothy-bee-albuquerque?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Eastside,Unclaimed,None,general-nutrition-centers-albuquerque-3,35.1455383,-106.5498506,None,None,None,None,None,None,None,General Nutrition Centers,https://www.yelp.com/biz/general-nutrition-centers-albuquerque-3?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Eastside,Unclaimed,None,kaos-market-albuquerque,35.06773,-106.537817,None,None,None,None,None,None,None,Kaos Market,https://www.yelp.com/biz/kaos-market-albuquerque?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Eastside,Unclaimed,None,magalis-bakery-albuquerque-2,35.0735651,-106.5475115,None,None,golden-crown-panaderia-albuquerque,flying-star-cafe-albuquerque-2,swiss-alps-bakery-albuquerque-2,None,None,Magalis Bakery,https://www.yelp.com/biz/magalis-bakery-albuquerque-2?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Eastside,Unclaimed,None,cakes-by-nadine-albuquerque,35.108515,-106.519093,None,None,golden-crown-panaderia-albuquerque,savory-fare-cafe-bakery-and-catering-albuquerque,flying-star-cafe-albuquerque-2,None,None,Cakes by Nadine,https://www.yelp.com/biz/cakes-by-nadine-albuquerque?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Eastside,Unclaimed,None,diamond-shamrock-albuquerque-13,35.072399,-106.533056,None,None,giant-conoco-gasoline-and-convenience-store-albuquerque-7,None,None,None,None,Diamond Shamrock,https://www.yelp.com/biz/diamond-shamrock-albuquerque-13?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Eastside,Unclaimed,None,chevron-redi-marts-albuquerque-11,35.0728236,-106.536559,None,None,None,None,None,None,None,Chevron Redi-Marts,https://www.yelp.com/biz/chevron-redi-marts-albuquerque-11?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Eastside,Unclaimed,None,la-hacienda-restaurant-and-cantina-albuquerque-2,35.0692867,-106.5037438,None,1.0,padillas-mexican-kitchen-albuquerque,acapulco-tacos-and-burritos-albuquerque,viva-mexico-albuquerque,1,Mexican,La Hacienda Restaurant & Cantina,https://www.yelp.com/biz/la-hacienda-restaurant-and-cantina-albuquerque-2?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Eastside,Unclaimed,None,dairy-queen-travel-center-tijeras,35.0666622,-106.4905601,None,4.0,fu-yuang-korean-and-chinese-restaurant-albuquerque,mr-powdrells-barbeque-albuquerque-3,dairy-queen-albuquerque-9,1,Restaurants,Dairy Queen Travel Center,https://www.yelp.com/biz/dairy-queen-travel-center-tijeras?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Eastside,Unclaimed,None,little-caesars-pizza-albuquerque-4,35.0707329,-106.515076,None,None,il-vicino-wood-oven-pizza-albuquerque,pizza-castle-albuquerque,giovannis-pizzeria-albuquerque,None,None,Little Caesar’s Pizza,https://www.yelp.com/biz/little-caesars-pizza-albuquerque-4?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Eastside,Unclaimed,None,circle-k-albuquerque-23,35.188456,-106.495433,None,None,None,None,None,None,None,Circle K,https://www.yelp.com/biz/circle-k-albuquerque-23?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Eastside,Unclaimed,None,phillips-66-albuquerque-11,35.069041,-106.5092238,None,None,sprouts-farmers-market-albuquerque,north-hills-mini-mart-rio-rancho,the-merc-placitas,None,None,Phillips 66,https://www.yelp.com/biz/phillips-66-albuquerque-11?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Eastside,Unclaimed,None,circle-k-district-office-albuquerque,35.1900377,-106.4961693,None,None,circle-k-albuquerque-15,None,None,None,None,Circle K District Office,https://www.yelp.com/biz/circle-k-district-office-albuquerque?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Eastside,Unclaimed,None,raleys-superstores-albuquerque-5,35.066465,-106.4992235,None,None,sprouts-farmers-market-albuquerque,north-hills-mini-mart-rio-rancho,rio-rancho-shell-rio-rancho,None,None,Raley’s Superstores,https://www.yelp.com/biz/raleys-superstores-albuquerque-5?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Eastside,Unclaimed,None,pizza-hut-albuquerque-24,35.0692809,-106.504565,None,None,papa-johns-pizza-albuquerque,dominos-pizza-albuquerque-9,straight-up-pizza-albuquerque,None,None,Pizza Hut,https://www.yelp.com/biz/pizza-hut-albuquerque-24?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Eastside,Unclaimed,None,four-hills-cafe-albuquerque,35.0700142,-106.5018954,None,None,burrito-lady-albuquerque,golden-pride-albuquerque,the-owl-cafe-albuquerque,None,None,Four Hills Cafe,https://www.yelp.com/biz/four-hills-cafe-albuquerque?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Eastside,Unclaimed,None,c-js-mexican-food-albuquerque,35.0708079,-106.5239308,None,None,el-sarape-mexican-restaurant-albuquerque,hacienda-express-albuquerque,None,None,None,C J’s Mexican Food,https://www.yelp.com/biz/c-js-mexican-food-albuquerque?osq=food
None,None,None,None,None,None,None,Casual,None,None,None,None,None,None,None,None,None,Open 24 hours,None,None,Yes,Yes,None,None,None,None,Open 24 hours,None,None,None,None,None,Open 24 hours,None,Open 24 hours,Yes,No,Open 24 hours,Open 24 hours,None,Open 24 hours,None,None,NM Albuquerque Eastside,Unclaimed,None,la-cabanita-albuquerque,35.072591,-106.550035,None,4.0,monis-cafe-albuquerque,charcoal-mediterranean-grill-albuquerque,grassburger-albuquerque,1,Mexican,La Cabanita,https://www.yelp.com/biz/la-cabanita-albuquerque?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Eastside,Unclaimed,None,correctional-food-service-management-albuquerque,35.067731,-106.538194,None,None,None,None,None,None,None,Correctional Food Service Management,https://www.yelp.com/biz/correctional-food-service-management-albuquerque?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Eastside,Unclaimed,None,stufys-business-office-albuquerque,35.070549,-106.535928,None,None,antiquity-restaurant-albuquerque,high-noon-restaurant-and-saloon-albuquerque,texas-roadhouse-albuquerque,None,None,Stufy’s Business Office,https://www.yelp.com/biz/stufys-business-office-albuquerque?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Eastside,Unclaimed,None,comfort-foods-albuquerque,35.1301851,-106.5307533,None,None,None,None,None,None,None,Comfort Foods,https://www.yelp.com/biz/comfort-foods-albuquerque?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Eastside,Unclaimed,None,food-for-thought-albuquerque,35.12475,-106.532707,None,None,None,None,None,None,None,Food For Thought,https://www.yelp.com/biz/food-for-thought-albuquerque?osq=food
None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,NM Albuquerque Eastside,Unclaimed,None,arca-albuquerque-2,35.0866639,-106.524256,None,5.0,None,None,None,1,None,Arca,https://www.yelp.com/biz/arca-albuquerque-2?osq=food
Yes,No,None,Yes,None,No,Casual,Casual,None,Yes,None,None,No,None,No,None,None,8:30 am - 6:00 pm,Lunch,None,No,Yes,None,None,None,No,8:30 am - 6:00 pm,None,Average,None,No,PrivateLot,8:30 am - 6:00 pm,None,10:00 am - 5:00 pm,Yes,Yes,8:30 am - 6:00 pm,8:30 am - 6:00 pm,No,8:30 am - 6:00 pm,Yes,No,NM Albuquerque International_District,Claimed,None,banh-mi-coda-albuquerque,35.073990234,-106.568084813,1.0,4.5,saigon-far-east-albuquerque,pho-1-albuquerque,que-huong-albuquerque,254,"Sandwiches,Vietnamese",Banh Mi Coda,https://www.yelp.com/biz/banh-mi-coda-albuquerque?osq=food
None,No,None,Yes,None,No,Casual,Casual,None,Yes,None,None,Yes,None,No,Yes,None,11:00 am - 7:00 pm,Lunch,None,Yes,Yes,None,None,None,No,11:00 am - 7:00 pm,None,Average,None,Yes,PrivateLot,11:00 am - 7:00 pm,None,Closed,Yes,Yes,11:00 am - 7:00 pm,11:00 am - 7:00 pm,No,11:00 am - 7:00 pm,Yes,Free,NM Albuquerque International_District,Claimed,None,pollito-con-papas-albuquerque,35.0585947,-106.5738887,1.0,4.5,saras-pastries-and-deli-albuquerque,None,None,144,Peruvian,Pollito Con Papas,https://www.yelp.com/biz/pollito-con-papas-albuquerque?osq=food
